ulasan,label
Aplikasi error nyusahin petugas.. Kalau aplikasi belum mateng jangan dipakai di pemilu .. Ini skala nasional loh.. Masak gak ada proffesionalitasnya sama sekali pegawai pemerintah tingkat nasional daftar pegawai modal duit ya gini kinerjanya 11 dari 100 kata bapak kamu,1
"Bulan lalu pertama pake sulit log in, pas pake rudet harus berulang², giliran udah ada hasil nyalahin kpps yg kerjanya gk bener. Sebelum nyalahin orang introspeksi dulu, aplikasi yg dibuat udh bner ato blm? Ini bukan mempermudah malah mempersulit keadaan",1
SICURANG 2024,1
"Aplikasi ampas, dana triliunan hasilnya aplikasi yg lemot dan banyak error",1
"aplikasi belum siap digunakan, pengguna yang disalahkan",1
amat sangat lambat dan menyulitkan petugas KPPS,1
"Ampun kpu udah tau aplikasi nya ga bisa dipake, ga bisa baca tulisan tangan, masih tetep mau nyalahin anggota KPPS salah tulis, ngeyel nih KPU lama2 ngelunjak nyalahin ornag lain udah tau aplikasi nya yang rusak. Makanya bikin aplikasi yang bener biar g nyalahin orang atau jangan2 uang nya dipangkas nih sama tim KPU. Patut di curigai ini sma tim KPK.",1
aplikasi tolol,1
"Aplikasinya belum ideal untuk pemilu, masih perlu byk sekali perbaikan tp dipaksa untuk tetap digunakan. Aplikasi sirekap ini sangat menyusahkan penggunanya dengan fiture yang tidak up to date. Lagi dan lagi, aplikasi untuk event 5 taun sekali ini dananya pasti tidak murah tp outputnya sangat mengecewakan.",1
"aplikasinya sering error, server down ketika dipakai bersamaan pas hari pemilihan, hasil c1 tidak akurat dan cenderung mengunggulkan paslon tertentu",1
"Tolong lah ini untuk negara, pas digunakan dihari H malah offline. Sekali salah ulang dari 0. Payah pengembangnya atau payah pemberi modal aplikasinya nih. Haduh malah merepotkan.",1
"THE APPLICATION IS REALLY BAD, ON THE DAY I CAN'T DO ANYTHING WHAT CAUSES IT TO WORK TWICE. AT LEAST IF YOU WANT TO USE THE APPLICATION IT MUST BE SUPPORTIVE, EVEN THOUGH FOR PRESIDENTS ETC, THERE ARE INCLUDING THOSE THAT ARE NOT THAT SUPPORTIVE. YOU FREAK!!!",1
Sisampah,1
Sampah,1
Aplikasi maaih belum siap untuk digunakan & server down saat d akses bersamaan membuat pic pemilu berkerja berulang kali,1
Aplikasi bikin lemot hp n menguras baterai,1
Aplikasi yg penuh dgn kecurangan,1
"aplikasinya jelek bgt ril, kerjaan simple tp dibikin lama bgt",1
🙄,1
Why I can't update this app?,2
Aplikasi jelek,1
Lieurrrrr,3
Aplikasi nyusahke tur nganyelke,1
"Dana kpu triliunan membuat aplikasi rumahan dan utk perhitungan data yg sangat sensitif, benar-benar buruk",1
Aplikasi tolol,1
"Aplikasi yg bikin anak TK..error smua. Sekelas nasional kyk gini, malu2in",1
kurang bermutu,1
Non sense,1
"Jika memang belum siap dari segi teknologi, sebaiknya manual saja. Yang seharusnya pekerjaan sudah selesai, menjadi terhambat oleh tools. Apalagi banyak petugas yang anak muda sehingga kemungkinan kecil yang dikategorikan gaptek. Pemilu kali ini murni ketidaksiapan aplikasi yang mana sebagai poros krusial dalam penghitungan suara. Sangat disayangkan.",1
Ngabisin anggaran negara milyaran buat aplikasi bobrok kaya gini. Balikin duit rakyat,1
"kamera blur , kunci & buat dokumen loading 2 hari gak kelar , menu presiden gak bisa diedit , sering time out , scan mark gak jelas mboh lah",1
"Saya Anggota KPPS, saya bangga dengan aplikasi ini. Aplikasinya ringan, mudah digunakan, dan saat unggah foto C. Hasil cepat bangeeet. Sirekap Mantaaap",5
Apk kontI gabisa daftar. Pastibkelakuan Paslon 01 curang bgt ajig,1
Edited: Saya telah melakukan update aplikasi sirekap tetapi status data yg di upload selalu data on progress belum sama sekali di verifikasi.. tolong segera verifikasi data kami dan mudahkan pengguna aplikasi yg versi sebelumnya. Untuk mengkunci dan membuat dokumen saja masih loading berputar2 sudah 24jam dan beberapa foto yg di upload belum di verifikasi.. tolong lancarkan pekerjaan kami selaku kpps agar dapat membuat laporan segera..TOLONG DEVELOPER ATAU PROGRAMMER APK,1
gak guna klo ujung2nya pake google form utk rekapan.,1
"Setelah hari-H, scan dan upload foto cukup cepat, tetapi hal ini hanya berlaku pada TPS yang menyimpan foto scan hari-H dengan kualitas bagus lalu di-print sendiri. Memang benar, dari awal tidak usah berharap banyak. Aplikasi seharusnya untuk mempermudah, bukan malah mempersulit user. Adanya kritik dan saran tujuannya untuk membenahi yang kurang/salah. Jika kita hanya menerima/pasrah saja, tanpa ada satu pun feedback, bagaimana mau ada kemajuan dan perubahan agar Indonesia menjadi lebih baik?",1
Sangat membantu,5
Bad application,1
Aplikasi sampah dan tidak berguna,1
aplikasi nya tidak membantu petugas kpps karena susah mendeteksi foto. kameranya juga blur,1
"Gausah sok2 bikin apk dah selalu bermasalah apk buatan pemerintah, gausah sok2an online kalo belum siap, akal2an aja loe biar ada proyek",1
status di aplikasi untuk ppwp sudah berhasil terunggah. namun status dari pps dan ptps batal terunggah. mohon solusinya,1
APLIKASI DONGO PROYEK MAHAL2 HASIL NYA GINI,1
"Saran saja mending sirekap jangan di pegang kpps tapi dipegang ppk, karena kalau data yg di scan di kpps belum tentu 100% valid, bisa saja ada yg salah tulis. Kalau di ppk kan semua nya sudah di koreksi jadi tidak ada kesalahan input data ke KPU",1
"H+1 setelah pelaksanaan, alhamdulillah berjalan dengan lancar.. Terimakasih untuk KPU dan juga pengembang aplikasi.. Sehat dan sukses selalu",5
lol eror mulu,1
Bad application!!!,1
Jujur dan transparan,5
DEMI ALLAH KAMU GA GUNAAAAAAA,1
Trash app,1
Server sering down,2
"Aplikasi pemerintah masak kayak gini, tambahkan fitur upload lah",1
BELUM SIAP MENDING GAUSAH DIPAKAI. CUMA MEMBEBANI PETUGAS SAJA,1
Applikasi sangat merepotkan aplikasi bot,1
"Untuk penggunaan skala nasional, masih belum sempurna ini aplikasinya. User interface nya masih polos dan kurang intuitif. Tidak ada tutorial dari pas awal pemakaian. Tidak ada fitur mengedit nama pps/ptps/saksi karena salah eja. Tidak ada pemberitahuan belum terunggahnya dokumen daftar hadir, tanda terima saksi & kejadian khusus, & daftar nama pps/ptps/saksi. Server sering down. Saran saya untuk Pemilu 2029, sirekap harus betul2 sudah siap digunakan. Sehingga meminimalisasi problem yg ada.",2
"mau bahas tapi malah membeberkan kekurangan negara kita, cukup bintang yg menilai aplokasi ini dengan servernya dengan perintilan lainnya dan kesesuaiannya dengan anggarannya yang katanya katanya",1
Semoga KPU bisa belajar dari pengalaman para pemegang sirekap dalam pemilu 2024 untuk optimalisasi di pemilu berikutnya. INGAT! DIOPTIMALIASI DULU YA JANGAN GANTI SISTEM LAGI. DIKIT-DIKIT GANTI BENTAR-BENTAR GANTI GAK BAKAL MAJU.,2
"The worst application I have ever tried, BuGs everywhere,",1
"Ngga reliable, di Hari H malah crash. Apa ngga antisipasi dengan beli server yg memadai? OCR nya juga ga bisa baca angka dengan bener. Sangat menyusahkan anggota KPPS",1
"Aplikasi sampah, bukanya bantu jalannya pemilu eh malah menghambat. Minimal trial and error dulu sebelum di publikasi. Server diperbesar biar gak down pas acara. Udah aplikasinya jelek servernya ikutan jelek juga. Intinya nyusahin",1
"Aplikasi kalau masih belum siap pakai jangan di rilis lah, bukannya mempermudah pengisian data malah makin nambah perkerjaan aja aplikasi sampah",1
"Aplikasi banyak bug, belum layak rilis tapi dipaksakan. Ini aplikasi apa gk ada QAnya kah?",1
Applikasi buruk...,1
minta tolong dong ini kenapa yang presiden gak bisa diedit kenapa y?,4
Sulit digunakan proses dokumen online. Prosesnya lama dan setelah lama bisa jadi gagal,1
"Aplikasinya sangat jelek. Server nya pelan. Bukannya memudahkan perkerjaan malahan sangat menyusahkan pekerjaan. H - 2 masih uji beban, aplikasi tidak siap tetapi dipaksakan. Sangat susah, upload dengan cara offline di buku petunjuk bisa, nyatanya tidak bisa. Hanya mempersulit pekerjaan. Tolong kalau buat aplikasi yang jelas dong. Kami ini lelah pakai aplikasi2 yg seperti ini.",1
Ngga bisa Daftar ???,1
"Proses buat upload gambarnya kok lama banget? Udah difoto dari hari-h tapi sampai hari ini tulisannya ""gambar yang anda kirim belum selesai diproses"". Udah diganti pake data kuota sampai wifi tetep gak ngaruh. Sampai hp nya direstart pun tetep gak selesai prosesnya.",1
Aplikasi mempersulit penghitungan,1
Hapus aja aplikasi ga guna ni dari Play Store. Aplikasi fitnah basis kecurangan PEMILU INDONESIA. Sangat MEMALUKAN. Ramaikan bintang satu nya!!! Ni,1
SIMARK-UP,1
Udah h+3 masih belom kelar memproses data nya...,1
Ampassssss kalau ga siap digital gausah maksain. NGEREPOTIN aja ¡¡¡ gue tandain ya awas korang awassss,1
very bad for transformation application used,1
failed.,1
Bad app,1
"Aplikasi level nasional yang masih tidak efektif memenuhi kebutuhan untuk pemilu, banyak bug dan error seperti belum siap",1
Aplikasi taik.. Nyusaih kpps..,1
Tidak ada fitur attachment file menjadi pekerjaan lebih rumit ditambah lagi server lambat membuat gerah petugas kpps karena terlalu banyak pengguna memakai pada waktu yg sama saat penghitungan. Kalau dengan attachment file bisa upload disaat waktu server bisa berjalan normal,1
Penghambat pekerjaan kpps! Kalau belum siap aplikasinya gak usah dipaksain dipakai pada hari H lah!,1
Hate this apps,1
"Worst application ever, if it is not ready why hv to force to use?",1
Bagaimana caranya memberi rating 0* di review aplikasi sirekap ini???,1
"Padahal aplikasi buat 5 tahun sekali, kok bisa bisanya ga siap, ini bukan aplikasi rumit, tapi kok masih error, apa sengaja?",1
SIREKAP BUATAN SIAPA SIH??? KALAU ERROR ITU MASUK AKAL TAPI BERKALI² MENGUNTUNGKAN SALAH 1 PIHAK ITU KRIMINAL!!!,1
"Aplikasi yang harusnya kuat di pengenalan tulisan dan penghitungan tapi kok malah berantakan, terlalu fatal KPU menggunakan aplikasi yg banyak kelemahan, saya sendiri pun dapat dengan mudah bikin aplikasi ini tanpa bantuan tim.",1
Perlu perbaikan kualitas dan transparansi ke publik,1
APLIKASI TAII,1
Jelek banget,1
"Half baked app, too confusing and not flexible when trying to reporting the results because we can't use the photos that already in our gallery, the picture must be took from inside the app",1
"sumpah kalo system belum fix ngga usah segala segala pake aplikasi dah, kasihan kppsnya",1
"aplikasi setengah matang, server kentang, jam ramai malah hang.",1
"Gak bisa ambil gambar dari galeri, jadi kalo ada gambar yg gagal harus foto ulang. Padahal lebih praktis bisa ambil gambar dari galeri+hasil fotonya juga jernih, dari pada foto langsung pake kamera app. Ditambah lg proses uploadnya lama banget.",1
It's such...,1
"Aplikasi seharusnya mempermudah kerja, ini justru sebaliknya. Sering salah baca dan perlu banyak koreksi manual.",1
"Aplikasi ngehe nyusahin anggota kpps, ampass kabeh!!!!",1
buruk,1
Tidak bisa login. Makasi sirekapp. Semoga developernya bisa tidur nyenyak terus 😁😇😇😇😇😇😇😇😇😇,1
suara pak anies dr 54 mjd 4 only. kemudian angka gk bs terdeteksi saat online...harus mode offline dan ditulis manual.,1
"The most slow and lagging application, too much bug.",1
"Malu lu korup!! Sunat terlalu gede ini mah, apk basis website jangan melawak malumaluin negara",1
developer aplikasi ini lulusan sd,1
This application is not ready to use. Many have difficulty uploading photos. And there are also many differences between the amount of data uploaded and what is written in the photo and it is wrong in the application.,1
OCR nya kurang bagus,5
Sirekap kocak,1
Total trash,1
"Ga iklas sebenrnya ini ngasih bintang 1 juga, aplikasi belum siap pake engga guna, katanya mempermudah hasil manual tapi malah kebalikannya, kocak kocak",1
Tulungggf. Panggah elek ae gawe server 😭😭😭,1
I thought this app is not ready to use. Camera are so bad cause didn't have flashlight feature and camera focus. Even need much time when we have upload photos directly meanwhile photo processing is taking so long for verify. I suggest don't use this app for the next election if upgrade yet.,1
ga bisa digunakan,1
aplikasi busuk,1
I have skill issue using this app,1
Sistem informasi ini buat malu orang-orang yang paham IT.,1
APK RUSAK TETEP AJA DI PAKAIII,1
kacau. pemerintah tidak menyertai kesiapan aplikasi,1
Fake app,1
Aplikasi sepenting ini kok tidak bisa bekerja dengan baik. Malu maluin,1
Aplikasi gak berguna,1
Bobrok 👎🏿,1
😮‍💨,1
Hallo ka. Mungkin bisa tambah opsi upload foto? Kalau C hasil sudah dikumpulkan. Sangat tidak memungkinkan untuk memfoto C-hasil. Jadi saya sarankan untuk tambahkan opsi upload gambar.,1
Sebagai anggota KPPS aplikasi ini membuat tugas KPPS semakin berat dan melelahkan,1
Pada akhirnya tidak berguna,1
"Tolong tidak udah dipersulit ya, untuk pelaporan saat kemarin kami sudah maksimal mencoba, namun server sulit terhubung ke server pusat, kali ini kami dengan modal foto kemarin ingin melaporkan. Namun aplikasi selalu bilang tidak mengenali C1. Kami sudah dari kemarin bekerja, Hampir rata, ada nilai paslon berubah ganda dari hasil OCR. Butuh ketelitian xtra ini di aplikasi, parah sih. Lain kali klo update, mending buang fitur OCR nya, proses mapping angka 1 aj jd angka 4.",1
"Aplikasi yang menyusahkan.... Niat bagus, kerja bagus tapi hasil masih tidak maksimal...",1
App ideunya ketua MK kayanya.. Wkwkwk,1
Aplikasi nasional kenapa selalu gada yang bagus? Ini bener-bener malah nyiksa kpps,1
Kacau aplikasinya belum siap. Projek dadakan .. awkwkwk,1
"APLIKASI TOLOL, SCANNER KOK GAADA AUTO FOCUS/FLASH TOGGLE. HADEHHHHHHHH. BUKANNYA MEMPERMUDAH MALAH MEMPERSUSAH. SERVER JUGA LELET. MENDING TURU DARI PADA NGERJAIN SIREKAP.",1
Aplikasi gk kredibel.... sama siapa lagi kita percaya di negara ini???? Hukum diacak acak dan ke kecurangan terus dimunculkan!!!!,1
"Sampah! kayak aplikasi android era awal 2011 jelek 🤮🤮🤮. Tidak layak pakai, aplikasi buatan prakterk anak sma/smk masih lebih baik.",1
👎,1
"Aplikasi Resmi KPU macam apaan nih? Ngedown terus, Lemot, dikit2 Error, Mending Gdrive. Buset dah Aneh Aplikasi Sepenting ini kok dibikin ky kurang perhitungan sih tapi dirilis & dipakai input data Pemilu, dibiayain pake Pajak rakyat pula? Ya Tuhann. Tinggal tunggu waktu aja kali hacker masuk ngacak2 data Sepenting ini 🤦‍♂️",1
"Aplikasi gk guna, ocr ngaco, jadi bikin orang curiga, bikin yang kerja pusing&kena fitnah, bandwidth server nya kurang gede",1
Horrible loading and process time,1
"Min, ini gimana, berkas udah diunggah ke server di hari H tapi di sirekap web ppk statusnya belum diupload. Malah yang diunggah besoknya statusnya sesuai. Ini ppk minta photo ulang lagi, buka kotak lagi gitu dipotoin c-hasilnya, ngada-ngada aja, satu desa ada puluhan yang statusnya belum diupload, mau upload ulang satu-satu di kecamatan, kapan kelarnya, satu pemilihan aja dioffline butuh waktu 1/2 hingga 1 jam biar bisa kunci data dan unggah berkas, kalau satu kecamatan kapan kelarnya ?",1
Totally bust,1
Aplikasi terburuk yang pernah dipakai... Atau hanya cm buat alat aja?,1
"Apk SDM rendah,GK mampu bayar server GK usah pakek apk asuu",1
Nyusahin aja!!!,1
Konyol,1
Aplikasi gak guna,1
"Aplikasi ini seharusnya tidak beredar di masyarakat jika kondisinya masih merepotkan penggunanya. Server sering down, pembacaan angka sering salah dan tidak bisa diedit pada PPWP, token expired tapi tidak bisa logout, pembacaan gambar yang lama, aplikasi tidak bisa memilih kamera terbaik pada HP yang memiliki lebih dari satu kamera (kasus saya malah yang dipakai kamera wide 0,5). Aplikasi ini malah menambah pekerjaan baru, yaitu kami diminta melakukan backup foto di google drive. Mengecewakan",1
"aplikasi ini butuh banyak sekali perbaikan. mempersulit segalanya. setelah pengunggahan data masih harus diedit ulang sehingga kerja dua kali. masukan untuk KPU, sebaiknya aplikasi diperbaiki dan dipastikan bisa digunakan dengan lancar baru disosialisaikan. terimakasih",1
Bintang 1 ga work it,1
Bikin proses penghitungan jadi lebih makan banyak waktu,1
Aplikasi gagal upload jadinya upload manual lalu dikirim ke w.a kelurahan!,1
"Aplikasi tidak bermanfaat banyak terjadi data bodong. Kalau kesalahan ini dianggap human eror anehnya kok gelembung nya cuma di Paslon 02?! Mikir donk! Pasti terjadi manipulasi data, di setting sesuai pesan agar hanya satu putaran!!",1
"Aplikasi bodong, g guna pas hari H, projek abal², uda capek bimtek, eh g dipake pas hari H... konyol...",1
Sucks bikin stress,1
Ampas,1
"aplikasi busuk, katanya dipermudah kok dipersulit?",1
Very bad..!! Do not trust this app!,1
Bad apk😑👎 useless,1
Aplikasi kaum culas,1
"Okey, bintang 3 karna pas hari h ga bisa dipake, server down wkwk. Baru bisa dipake tgl 15 ampe skrng bikin review ini tgl 16, udh bisa sampe kunci dan kirim ke server KPU. Well done developer, I know develop apk itu ga mudah, tp tolong perbaiki lg, kalo boleh kasih saran, nambah fitur buat upload dokumen, jd ga harus scan. Karna pas hari h kan udh riweuh ya perlu scan tp server down, alhasil foto manual trus di-print lg, baru scan, yg ada mah makin ga jelas pas di scan di sirekap.",3
Angka tidak sesuai,1
"PENGALAMAN TPS KITA TANGERANG DENGAN INTERNET TELKOMSEL BAGUS 1. Login sulit 2. Unggah berkas, LOADING SANGAT LAMA 5 menit lebih. SERINGNYA GAGAL SAMPAI BESOKNYA. 3. Tidak bisa baca data dengan akurat 4. Banyak Lungkap satu row tidak terbaca, 5. Data jumlah terbaca sebagai hasil PasLon diatasnya. 6. Tidak jelas penulisannya harus digital apa tidak. Ada yang terbaca ada yang tidak. 7. SIREKAP DELAY, TIDAK AKURAT, GAGAL BERFUNGSI SEBAGAI MANA YANG DIHARAPKAN. 8. TIDAK BISA DIPERCAYA.",1
jelek poll untuk persiapan 5th bener2 nggak membantu sama sekali aplikasinya👎🏻,1
👎🏻,1
Aplikaso bobrok. Gak bisa dipake buat proyek sebesar pemilu nasional.,1
"Bad app, for such important event. Not really concern about it, just never blame our work cause the app who's doing bad",1
"ga ada pilihan daftar nya, dan infonya banyak kejanggalan untuk memperbaiki data sesuai fakta di lapangan. Data yg ada banyak ngawurnya.",1
mempersulit. aplikasi gagal. semoga dosanya terampuni.,1
"Hasil suara presiden ngaco parah, trus nggak bisa diedit",1
Aplikasi konyol,1
"Sulit untuk login, server sering bermasalah, kualitas pengambilan gambar kurang bagus, tidak tersedia fitur flash, auto focus yang kurang bagus, dan tidak ada fitur tambah foto dari galeri, sebagus apapun kamera hp hasil fotonya jadi kurang bagus",1
SAMPAH....,1
Aplikasi paling gak jelas,1
"Maksud dibuat untuk membantu mempermudah malah menjadi penghambat dan penambah kerjaan karena penggandaan secara hardcopy masih dilakukan, sejak bimtek sering error, gagal login dan lain"", jdi sering menunggu update bahkan hingga H-1, kualitas kamera downgrade parah jdi sering gagal baca foto, pembacaan angka kacau jdi banyak yg harus dikoresi, sehingga terlalu banyak makan waktu, tidak diperhitungkan dengan baik akan ada brp user di 1 hari yg sama jdi di hari H down dan menghambat flow kerja.",1
I can not log in.. this apps is error,1
"Aplikasi eror, input 84 jadi 884, bisa jadi kecurangan pemilu",1
"Aplikasi ini belum siap digunakan sepenuhnya, semoga kedepannya ditingkatkan kualitasnya",2
Beberapa gambar diminta foto ulang h+1 namun dokumen uda di anter dan segel. Mohon solusi..,3
Aplikasi proyek qim4k,1
"It's a bit complicated when you want to send pictures, you have to go offline first then go online. After that the delivery process was also a bit long but this was more than good enough when used even though it took a while. hope it will be better.",4
Balon..,1
"Aplikasi ini belum siap, masih banyak bugs yang harus dibenahi, tidak responsive dan ui/ux tidak friendly.",1
"Banyak kali kaum sakit hati, mampus jagoan lu kalah hahaha sesuai bgt sm kalimat ""Yg menang merayakan, yg kalah sibuk mencari2 alasan. Nangis yg kenceng yaaa",4
"Minimal maksimal bikin aplikasi ada faq, versi ios mana? Kurang dana apa gimana gakuat bayar developer ios?, Server sama bandwidth gedein, yakali sekelas nasional masih overload, itu server apa floopydisc? Disiapin jauh jauh hari buat testing, jangan alasan kurang waktu buat build aplikasi nya hadeuh sesimpel itu. Udah gausa banyak ngeluh, kalin dibayar buat kerja, kritik terima buat evaluasi next nya. Kritik saran baik dipakai, jangan dilupain besok. Masa tiap tahun masalahnya itu itu ajaa boss",1
"Tlg lebih prepare, sistemnya diperkuat. Jangan jatohnya website berkedok apk doang. Pesta Rakyat sekali per 5 tahun lho. Masa aplikasinya jauh bgt dr kata layak kayak gini? Maybe bsa kerjasama dg orang2 IT gojek. Biar apknya jelas dan kokoh",1
No comment,1
"Login aja nggak bisa,gimana mau ngerekap?",1
"server nya ga kuat, minimal upgrade dulu servernya sebelum di bikin",1
server down,1
Gara2 lu gua begadang dari pagi ampe besok siangnya bang bang,1
"Useless apps in the world, cuma menuhin memori doang, pas hari h ga bisa dipake 👎👎",1
"Literally nightmare 😭 A lot of inaccurate reading result although the writing was already in digital form & complied with the guidelines, hence added more manual work to edit. In one particular section, KPPS could only tick ""Inappropriate data"" without edit access, when checking the PPWP reading result 🤔. I hope it will be corrected in the final calculation result. Server spent hours to verify image upload and often failed to read the detail section. Please improve the app & test the quality!",1
"Ribet, eror Mulu, & susah masuk",1
kalo niatnya memperkeruh kerja mending ganti developer,1
"Jelek, loading terus pas 14 Peb 2024",1
Bad app.,1
"Seperti biasa, ini aplikasi emang ngga ada gunanya.. Program pemerintah kok yg buat AMATIRAN",1
"Tolong sediain fitur upload gambar dong, masa cuma capture foto doang. Buat antisipasi kalau server lagi down kan bisa upload ulang. Seperti kasus yang saya alami kemarin log out sendiri, waktu sign in lagi loading tidak selesai selesai akhirnya menghambat proses penghitungan suara. Jadinya gak bisa ngecapture meskipun mau masuk ke mode offline. Ngapain ada fitur offline kalau sign in nya harus online. Fitur OCR kurang optimal, huruf X terdeteksi 8, aspek mitigasi kurang diperhatikan.",2
Aplikasi tolol🤮🤮,1
"TOLONG Ganti Judul ""SIMARK UP""",1
"Tidak ada puas-puasnya, sekian dan tidak terima kasih.",1
Aplikasi kurang persiapan,1
"Banyak masalah, gagal mengirim scan foto lah, yang jadinya sudah meng-upload foto harus menscan lagi, padahal data fisik sudah dikirim dan jadinya perlu memprint ulang, membuang waktu dan uang saja. Yang disalahkan pengguna karena tidak mengikuti arahan, padahal aplikasinya aja kurang fleksibel.",1
"APLIKASI BUANG-BUANG WAKTU TERBAIK, MANTAP",1
"Sering logout, report bug! Lemot.. Aplikasi yang menghambat kinerja KPPS",1
hanya mengingatkan buat smua yg terlibat dalam pembuatan aplikasi ini agar dapat mempertanggung jawa kan baik itu codingan dan bisnis logic dan bahkan logic2 OCR saat capture form nya agar tidak ada code / logic yg d manipulasi untuk kepentingan paslon tertentu. nasib rakyat dan bangsa jadi taruhannya disini tolong jangan di permainkan dan zalim ke sesama hanya demi nominal tertentu yg masuk k kantong2 anda yg terlibat. terimakasih !!,1
Banyak error nya daripada fungsinya.,1
Bagaimana cara MASUK kalau tidak ada DAFTAR???,2
Untuk sekelas aplikasi penting bad banget siii,1
Terlalu sering update,1
"Semoga tidak ngelag pada hari H( sblm hari H), Asuuuuu....beneran pas hari H ini aplikasi gak membantu sama sekali, APLIKASI SAMPAH gak bisa dipakai!!! buang2 waktu anggota KPPS di TPS bukan mempercepat malah bikin nunggu foto/scan di verifikasi sama server KPU akhirnya manual2 juga yg dipakai buat laporan, kita pontang panting berhitung suara di TPS, aplikasi cuma jd beban krn kita pecah fokus nunggu verifikasi scan sambil berhitung dan rekap suara..asli gak guna!!!",1
Kualitas jelekkk,1
Lemot ya,1
"Aplikasi cacat, dari awal sampe akhir suka server down terus. Sistem bukannya mempermudah malah mempersulit. Lucu banget",1
